Make,Model,Cylinders,Transmission,Fuel_type ,City_Fuel ,Hwy_Fuel ,Comb_Fuel ,Emission_co2 ,Rating_Co2 ,Smog_Rating 
Acura,ILX,4,AM8,Z,9.9,7,8.6,199,6,3
Acura,MDX SH-AWD,6,AS9,Z,12.3,9.2,10.9,254,4,3
Acura,MDX SH-AWD A-SPEC,6,AS9,Z,12.2,9.5,11,258,4,3
Acura,MDX Hybrid AWD,6,AM7,Z,9.1,9,9,210,5,3
Acura,RDX AWD,4,AS10,Z,11,8.6,9.9,232,5,6
Acura,RDX AWD A-SPEC,4,AS10,Z,11.3,9.1,10.3,241,5,6
Acura,RLX Hybrid,6,AM7,Z,8.4,8.2,8.4,196,6,7
Acura,TLX A-SPEC,4,AM8,Z,10.2,7.4,8.9,209,5,3
Acura,TLX SH-AWD,6,AS9,Z,11.4,7.7,9.8,228,5,3
Acura,TLX SH-AWD A-SPEC/Limited Edition,6,AS9,Z,12,8.2,10.3,240,5,3
Alfa Romeo,4C Spider,4,AM6,Z,9.7,6.9,8.4,197,6,1
Alfa Romeo,Giulia,4,A8,Z,10,7.2,8.7,205,6,3
Alfa Romeo,Giulia AWD,4,A8,Z,10.5,7.7,9.2,217,5,3
Alfa Romeo,Giulia Quadrifoglio,6,A8,Z,13.5,9.3,11.6,271,4,3
Alfa Romeo,Stelvio,4,A8,Z,10.3,8.1,9.3,218,5,3
Alfa Romeo,Stelvio AWD,4,A8,Z,10.8,8.3,9.6,226,5,3
Alfa Romeo,Stelvio AWD Quadrifoglio,6,A8,Z,13.9,10.3,12.3,288,3,3
Aston Martin,DB11 V8,8,A8,Z,13,9.8,11.5,271,4,3
Aston Martin,DB11 AMR,12,A8,Z,15.5,10.6,13.3,312,3,3
Aston Martin,DBS Superleggera,12,A8,Z,16.4,10.7,13.8,324,3,3
Aston Martin,Vantage V8,8,A8,Z,13.1,9.6,11.5,270,4,3
Aston Martin,Vantage V8,8,M7,Z,16.7,11.2,14.2,333,3,3
Audi,A3,4,AM7,X,8.8,6.5,7.8,182,7,7
Audi,A3 quattro,4,AM7,X,10.8,8,9.5,224,5,7
Audi,A3 Cabriolet quattro,4,AM7,X,10.8,8,9.5,224,5,7
Audi,A4 quattro,4,AM7,Z,10,7.3,8.8,205,6,3
Audi,A4 allroad quattro,4,AM7,Z,10,7.4,8.8,206,6,3
Audi,A5 quattro,4,AM7,Z,10,7.3,8.8,205,6,3
Audi,A5 Cabriolet quattro,4,AM7,Z,10,7.4,8.8,206,6,3
Audi,A5 Sportback quattro,4,AM7,Z,10,7.3,8.8,205,6,3
Audi,A6 quattro ,4,AM7,Z,9.8,7.4,8.7,205,6,5
Audi,A6 quattro ,6,AM7,Z,10.9,8.2,9.7,227,5,5
Audi,A6 allroad ,6,AM7,Z,11.8,9.1,10.6,247,4,5
Audi,A7 quattro,6,AM7,Z,10.9,8.2,9.7,227,5,5
Audi,A8L ,6,AS8,Z,13.5,8.9,11.5,267,4,5
Audi,A8L ,8,AS8,Z,15.4,10.4,13.2,308,3,3
Audi,Q3 quattro,4,AS8,X,12.3,8.6,10.6,248,4,7
Audi,Q5,4,AM7,Z,10.7,8.4,9.7,226,5,5
Audi,Q7,4,AS8,Z,12.4,10.1,11.3,264,4,3
Audi,Q7,6,AS8,Z,13.8,11.4,12.7,296,3,5
Audi,Q8,6,AS8,Z,13.8,11.4,12.7,296,3,3
Audi,R8 Coupe,10,AM7,Z,17.5,11.7,14.9,347,2,1
Audi,R8 Spyder,10,AM7,Z,17.5,11.7,14.9,347,2,1
Audi,RS 3,5,AM7,Z,12.1,8.4,10.4,243,5,3
Audi,RS Q8,8,AS8,Z,18,12.3,15.4,360,2,3
Audi,S3,4,AM7,Z,10.7,8,9.5,222,5,3
Audi,S4,6,AS8,Z,11.8,8.9,10.5,245,5,5
Audi,S5,6,AS8,Z,11.8,8.9,10.5,245,5,5
Audi,S5 Cabriolet,6,AS8,Z,12.1,9.1,10.8,252,4,5
Audi,S5 Sportback,6,AS8,Z,11.8,8.9,10.5,245,5,5
Audi,S6,6,AS8,Z,12.9,8.5,10.9,255,4,5
Audi,S7,6,AS8,Z,12.9,8.5,10.9,255,4,5
Audi,S8,8,AS8,Z,17.6,10.7,14.5,339,2,3
Audi,SQ5,6,AS8,Z,13.1,10.3,11.8,276,4,5
Audi,SQ7,8,AS8,Z,16,11,13.7,321,3,3
Audi,SQ8,8,AS8,Z,15.8,11.4,13.8,322,3,3
Audi,TT Coupe quattro,4,AM7,X,10.3,7.7,9.1,213,5,7
Audi,TT Roadster quattro,4,AM7,X,10.3,7.7,9.1,213,5,7
Audi,TT RS,5,AM7,Z,12.1,8.2,10.3,241,5,3
Audi,TTS Coupe,4,AM7,Z,10.4,8.2,9.4,220,5,3
Bentley,Bentayga,8,AS8,Z,16.4,10.1,13.6,315,3,3
Bentley,Bentayga,12,AS8,Z,20,13.8,17.2,401,1,3
Bentley,Continental GT,8,AM8,Z,15.1,9.1,12.4,291,3,3
Bentley,Continental GT,12,AM8,Z,19,11.6,15.7,364,2,3
Bentley,Continental GT Convertible,8,AM8,Z,15.1,9.1,12.4,291,3,3
Bentley,Continental GT Convertible,12,AM8,Z,19.2,12.2,16,373,2,3
Bentley,Flying Spur,12,AM8,Z,19.2,12.2,16,373,2,3
Bentley,Mulsanne,8,AS8,Z,24.5,14.4,20,465,1,1
BMW,228i xDrive Gran Coupe,4,AS8,Z,10.2,7.2,8.8,205,6,7
BMW,230i Cabriolet,4,AS8,Z,10.1,7,8.7,204,6,7
BMW,230i xDrive Cabriolet,4,AS8,Z,10.9,7.5,9.4,219,5,7
BMW,230i Coupe,4,AS8,Z,9.5,7.4,8.5,200,6,7
BMW,230i Coupe,4,M6,Z,11.1,7.3,9.4,219,5,7
BMW,230i xDrive Coupe,4,AS8,Z,10.9,7.5,9.4,219,5,7
BMW,330i xDrive Sedan,4,AS8,Z,9.5,6.9,8.3,195,6,7
BMW,430i xDrive Cabriolet,4,AS8,Z,10.6,7.3,9.1,213,5,7
BMW,430i Coupe,4,AS8,Z,10.1,7,8.7,204,6,7
BMW,430i xDrive Coupe,4,AS8,Z,10.9,7.5,9.4,219,5,7
BMW,430i xDrive Gran Coupe,4,AS8,Z,10.9,7.5,9.4,219,5,7
BMW,440i xDrive Cabriolet,6,AS8,Z,12.4,8.5,10.7,249,4,3
BMW,440i Coupe,6,AS8,Z,11.4,8.1,9.9,231,5,3
BMW,440i Coupe,6,M6,Z,12.8,8.8,11,256,4,3
BMW,440i xDrive Coupe,6,AS8,Z,11.4,8.3,10,233,5,3
BMW,440i xDrive Coupe,6,M6,Z,13,8.5,11,257,4,3
BMW,440i xDrive Gran Coupe,6,AS8,Z,11.4,8.3,10,233,5,3
BMW,530i xDrive Sedan,4,AS8,Z,9.9,7.5,8.8,206,6,7
BMW,540i xDrive Sedan,6,AS8,Z,10.7,8.1,9.5,222,5,5
BMW,750i xDrive Sedan,8,AS8,Z,14.5,9.9,12.4,290,3,3
BMW,750Li xDrive Sedan,8,AS8,Z,14.5,9.9,12.4,290,3,3
BMW,Alpina B7 xDrive,8,AS8,Z,14.5,9.9,12.4,290,3,3
BMW,M2 Competition,6,AM7,Z,14.1,10.3,12.4,290,3,3
BMW,M2 Competition,6,M6,Z,13.4,9.6,11.7,273,4,3
BMW,M2 CS,6,AM7,Z,14.1,10.3,12.4,290,3,3
BMW,M2 CS,6,M6,Z,13.4,9.6,11.7,273,4,3
BMW,M235i xDrive Gran Coupe,4,AS8,Z,10.3,7.3,9,208,6,3
BMW,M240i Cabriolet,6,AS8,Z,11.4,8.1,9.9,231,5,3
BMW,M240i Cabriolet,6,M6,Z,12.7,8.8,10.9,255,4,3
BMW,M240i xDrive Cabriolet,6,AS8,Z,11.4,8.3,10,233,5,3
BMW,M240i Coupe,6,AS8,Z,11.4,8.1,9.9,231,5,3
BMW,M240i Coupe M Performance,6,AS8,Z,11.4,8.1,9.9,231,5,3
BMW,M240i Coupe,6,M6,Z,12.7,8.8,10.9,255,4,3
BMW,M240i Coupe M Performance,6,M6,Z,12.7,8.8,10.9,255,4,3
BMW,M240i xDrive Coupe,6,AS8,Z,11.4,8.3,10,233,5,3
BMW,M240i xDrive Coupe M Performance,6,AS8,Z,11.4,8.3,10,233,5,3
BMW,M340i xDrive Sedan,6,AS8,Z,11.4,8.3,10,233,5,5
BMW,M4 Cabriolet,6,AM7,Z,14.5,10.5,12.7,299,3,3
BMW,M4 Cabriolet Competition,6,AM7,Z,14.5,10.5,12.7,299,3,3
BMW,M4 Cabriolet,6,M6,Z,13.8,9.4,11.9,280,4,3
BMW,M4 Cabriolet Competition,6,M6,Z,13.8,9.4,11.9,280,4,3
BMW,M4 Coupe,6,AM7,Z,14.1,10.3,12.4,290,3,3
BMW,M4 Coupe Competition,6,AM7,Z,14.1,10.3,12.4,290,3,3
BMW,M4 Coupe,6,M6,Z,13.4,9.6,11.7,273,4,3
BMW,M4 Coupe Competition,6,M6,Z,13.4,9.6,11.7,273,4,3
BMW,M4 CS,6,AM7,Z,14.1,10.3,12.4,290,3,3
BMW,M5 Sedan,8,AS8,Z,16,11,13.8,322,3,3
BMW,M5 Competition,8,AS8,Z,16,11,13.8,322,3,3
BMW,M550i xDrive Sedan,8,AS8,Z,13.6,9.3,11.7,273,4,3
BMW,M760i xDrive Sedan,12,AS8,Z,17.8,11.9,15.1,354,2,3
BMW,M8 Cabriolet,8,AS8,Z,16,11,13.8,322,3,3
BMW,M8 Cabriolet Competition,8,AS8,Z,16,11,13.8,322,3,3
BMW,M8 Coupe,8,AS8,Z,16,11,13.8,322,3,3
BMW,M8 Coupe Competition,8,AS8,Z,16,11,13.8,322,3,3
BMW,M8 Gran Coupe,8,AS8,Z,16,11,13.8,322,3,3
BMW,M8 Gran Coupe Competition,8,AS8,Z,16,11,13.8,322,3,3
BMW,M850i xDrive Cabriolet,8,AS8,Z,14.5,9.9,12.4,290,3,3
BMW,M850i xDrive Coupe,8,AS8,Z,13.6,9.3,11.7,273,4,3
BMW,M850i xDrive Gran Coupe,8,AS8,Z,14.5,9.9,12.4,290,3,3
BMW,X1 xDrive28i,4,AS8,Z,10.3,7.7,9.1,213,5,7
BMW,X2 xDrive28i,4,AS8,Z,9.9,7.6,8.8,207,6,7
BMW,X2 M35i,4,AS8,Z,10,7.8,9,210,5,3
BMW,X3 xDrive30i,4,AS8,Z,10,8.2,9.2,215,5,7
BMW,X3 M,6,AS8,Z,16.6,12.1,14.6,339,2,3
BMW,X3 M Competition,6,AS8,Z,16.6,12.1,14.6,339,2,3
BMW,X3 M40i,6,AS8,Z,11.3,8.7,10.1,235,5,5
BMW,X4 xDrive30i,4,AS8,Z,10,8.2,9.2,215,5,7
BMW,X4 M,6,AS8,Z,16.6,12.1,14.6,339,2,3
BMW,X4 M Competition,6,AS8,Z,16.6,12.1,14.6,339,2,3
BMW,X4 M40i,6,AS8,Z,11.3,8.7,10.1,235,5,5
BMW,X5 xDrive40i,6,AS8,Z,11.7,9.1,10.5,245,5,3
BMW,X5 xDrive50i,8,AS8,Z,14.5,10.7,12.8,302,3,3
BMW,X5 M,8,AS8,Z,17.8,12.9,15.6,362,2,3
BMW,X5 M Competition,8,AS8,Z,17.8,12.9,15.6,362,2,3
BMW,X5 M50i,8,AS8,Z,14.5,10.7,12.8,302,3,3
BMW,X6 xDrive40i,6,AS8,Z,11.7,9.1,10.5,245,5,3
BMW,X6 M,8,AS8,Z,17.8,12.9,15.6,362,2,3
BMW,X6 M Competition,8,AS8,Z,17.8,12.9,15.6,362,2,3
BMW,X6 M50i,8,AS8,Z,14.5,10.7,12.8,302,3,3
BMW,X7 xDrive40i,6,AS8,Z,12,9.4,10.8,254,4,3
BMW,X7 xDrive50i,8,AS8,Z,15.5,11.4,13.6,318,3,3
BMW,X7 M50i,8,AS8,Z,15.5,11.4,13.6,318,3,3
BMW,Z4 sDrive30i,4,AS8,Z,9.5,7.4,8.5,200,6,7
BMW,Z4 M40i,6,AS8,Z,10.3,8,9.3,216,5,5
Bugatti,Chiron,16,AM7,Z,26.8,16.6,22.2,522,1,1
Bugatti,Divo,16,AM7,Z,27.2,18,23,537,1,1
Buick,Enclave,6,A9,X,13,9.1,11.2,263,4,6
Buick,Enclave AWD,6,A9,X,13.6,9.6,11.8,277,4,6
Buick,Encore,4,AS6,X,9.4,7.8,8.7,204,6,5
Buick,Encore AWD,4,AS6,X,10,8,9.1,214,5,5
Buick,Encore GX,3,AV,X,9,7.7,8.4,198,6,7
Buick,Encore GX AWD,3,A9,X,9,8,8.5,199,6,7
Buick,Envision AWD,4,A9,Z,11.7,9.4,10.7,250,4,5
Buick,Envision AWD,4,A6,X,11.1,8.6,10,234,5,5
Buick,Regal,4,AS9,Z,10.3,7.4,9,211,5,5
Buick,Regal AWD,4,AS8,Z,11,8,9.6,227,5,5
Buick,Regal AWD,6,AS9,X,12.5,8.8,10.9,255,4,6
Cadillac,CT4,4,AS8,Z,10.1,6.8,8.7,203,6,6
Cadillac,CT4,4,AS10,Z,11.5,8,9.9,232,5,6
Cadillac,CT4 AWD,4,AS8,Z,10.4,7.4,9.1,213,5,6
Cadillac,CT4 AWD,4,AS10,Z,11.7,8.4,10.2,238,5,6
Cadillac,CT4-V,4,AS10,Z,11.5,8.2,10,234,5,6
Cadillac,CT4-V AWD,4,AS10,Z,11.7,8.4,10.2,238,5,6
Cadillac,CT5,4,AS10,Z,10.4,7.3,9,209,5,6
Cadillac,CT5,6,AS10,Z,12.6,9.1,11,256,4,5
Cadillac,CT5 AWD,4,AS10,Z,11,7.7,9.5,221,5,6
Cadillac,CT5 AWD,6,AS10,Z,13.3,9.3,11.5,268,4,5
Cadillac,CT5-V,6,AS10,Z,13.1,9.1,11.3,263,4,5
Cadillac,CT5-V AWD,6,AS10,Z,13.8,9.4,11.8,276,4,5
Cadillac,CT6 AWD,6,AS10,X,12.9,8.7,11,259,4,5
Cadillac,CT6 AWD,8,AS10,Z,17.3,9.5,13.8,324,3,3
Cadillac,Escalade 4WD,8,A10,Z,16.7,11.1,14.2,333,3,3
Cadillac,XT4,4,AS9,Z,9.8,7.8,8.9,209,5,6
Cadillac,XT4 AWD,4,AS9,Z,10.9,8.2,9.7,227,5,6
Cadillac,XT5,4,AS9,Z,11,8.3,9.8,227,5,6
Cadillac,XT5 AWD,4,AS9,Z,11.2,8.9,10.1,235,5,6
Cadillac,XT5 AWD,6,AS9,X,13.4,9.4,11.6,270,4,6
Cadillac,XT6 AWD,6,AS9,X,13.5,9.7,11.8,277,4,6
Chevrolet,Blazer,4,A9,X,11,8.3,9.8,225,5,6
Chevrolet,Blazer,4,A9,X,11.3,8.9,10.2,238,5,5
Chevrolet,Blazer AWD,4,A9,X,11.3,8.7,10.1,232,5,6
Chevrolet,Blazer AWD,6,A9,X,13.1,9.4,11.4,269,4,6
Chevrolet,Camaro,4,AS8,Z,10.9,7.6,9.4,219,5,5
Chevrolet,Camaro,4,M6,Z,11.9,7.9,10.1,235,5,5
Chevrolet,Camaro,6,AS10,X,12.5,8.1,10.5,247,4,6
Chevrolet,Camaro,6,M6,X,14.3,9,11.9,280,4,6
Chevrolet,Camaro SS,8,AS10,Z,14.6,8.9,12.1,282,4,1
Chevrolet,Camaro SS,8,M6,Z,14.9,9.9,12.6,296,3,1
Chevrolet,Camaro ZL1,8,AS10,Z,18.3,11.2,15.1,355,2,1
Chevrolet,Camaro ZL1,8,M6,Z,17.2,12,14.8,349,2,1
Chevrolet,Colorado,4,A6,X,12.1,9.2,10.8,252,4,5
Chevrolet,Colorado,4,A6,D,11.8,7.9,10.1,270,4,3
Chevrolet,Colorado,6,A8,X,13.4,9.6,11.7,273,4,5
Chevrolet,Colorado 4WD,4,A6,X,12.6,9.7,11.3,265,4,5
Chevrolet,Colorado 4WD,4,A6,D,12.3,8.5,10.6,284,3,3
Chevrolet,Colorado 4WD,6,A8,X,14,9.9,12.2,286,3,5
Chevrolet,Colorado ZR2 4WD,4,A6,D,13.3,10.6,12.1,326,3,3
Chevrolet,Colorado ZR2 4WD,6,A8,X,15,13,14.1,331,3,5
Chevrolet,Corvette,8,AS8,Z,15.4,8.7,12.4,290,3,3
Chevrolet,Equinox,4,A6,X,8.9,7.7,8.4,196,6,7
Chevrolet,Equinox AWD,4,A6,X,9.3,8,8.7,204,6,7
Chevrolet,Equinox AWD,4,A9,Z,10.9,8.3,9.7,228,5,5
Chevrolet,Impala,6,AS6,X,12.8,8.5,10.9,255,4,5
Chevrolet,Impala,6,AS6,E,17.2,11.6,14.7,246,4,5
Chevrolet,Malibu,4,AV,X,8.2,6.6,7.5,189,6,6
Chevrolet,Malibu,4,A9,Z,10.5,7.4,9.1,214,5,5
Chevrolet,Silverado,4,A8,X,11.9,10.3,11.1,262,4,6
Chevrolet,Silverado WT,4,A8,X,12.5,10.8,11.7,275,4,6
Chevrolet,Silverado,6,A10,D,10.2,7.2,8.9,238,5,1
Chevrolet,Silverado,6,A6,X,15.1,11.5,13.5,318,3,6
Chevrolet,Silverado,8,A6,X,15.9,11.4,13.9,326,3,5
Chevrolet,Silverado FFV,8,A6,X,16,12.6,14.4,339,2,3
Chevrolet,Silverado FFV,8,A6,E,22.2,16.2,19.5,326,3,3
Chevrolet,Silverado,8,A8,X,13.9,10.1,12.2,286,3,5
Chevrolet,Silverado 4WD,4,A8,X,12.5,10.8,11.7,275,4,6
Chevrolet,Silverado WT 4WD,4,A8,X,12.7,11,12,280,4,6
Chevrolet,Silverado 4WD,6,A10,D,10.4,8,9.4,252,4,1
Chevrolet,Silverado 4WD,6,A6,X,15.7,12,14.1,331,3,6
Chevrolet,Silverado 4WD Custom Trail Boss,6,A6,X,16.3,12.9,14.8,349,2,6
Chevrolet,Silverado 4WD,8,A6,X,15.9,11.8,14.1,331,3,5
Chevrolet,Silverado 4WD FFV,8,A6,X,16.6,13,15,350,2,3
Chevrolet,Silverado 4WD FFV,8,A6,E,22.3,18.1,20.5,342,2,3
Chevrolet,Silverado 4WD Custom Trail Boss,8,A6,X,16.7,13.1,15.1,354,2,5
Chevrolet,Silverado 4WD,8,A8,X,14.7,10.7,12.9,303,3,5
Chevrolet,Silverado 4WD,8,A10,X,14.3,10.6,12.6,296,3,5
Chevrolet,Silverado 4WD LT Trail Boss,8,A10,X,14.7,11.2,13.1,307,3,5
Chevrolet,Silverado 4WD,8,A10,Z,15,12,13.7,321,3,3
Chevrolet,Silverado 4WD Custom Trail Boss,8,A10,Z,16.8,13.3,15.2,357,2,3
Chevrolet,Silverado 4WD LT Trail Boss,8,A10,Z,15.7,12.4,14.2,332,3,3
Chevrolet,Spark,4,AV,X,7.9,6.2,7.1,167,7,5
Chevrolet,Spark,4,M5,X,8,6.2,7.2,170,7,5
Chevrolet,Suburban,8,A6,X,15.7,10.5,13.4,314,3,3
Chevrolet,Suburban FFV,8,A6,X,15.7,10.5,13.4,314,3,3
Chevrolet,Suburban FFV,8,A6,E,21.2,13.9,17.9,298,3,3
Chevrolet,Suburban 4WD,8,A6,X,16.8,11.3,14.4,337,2,3
Chevrolet,Suburban 4WD FFV,8,A6,X,16.8,11.3,14.4,337,2,3
Chevrolet,Suburban 4WD FFV,8,A6,E,22.2,15.3,19.1,319,3,3
Chevrolet,Suburban 4WD,8,A10,Z,17.2,11.4,14.6,343,2,3
Chevrolet,Tahoe,8,A6,X,15.7,10.5,13.4,314,3,3
Chevrolet,Tahoe FFV,8,A6,X,15.7,10.5,13.4,314,3,3
Chevrolet,Tahoe FFV,8,A6,E,21.2,13.9,17.9,298,3,3
Chevrolet,Tahoe 4WD,8,A6,X,16,11.2,13.8,325,3,3
Chevrolet,Tahoe 4WD FFV,8,A6,X,16,11.2,13.8,325,3,3
Chevrolet,Tahoe 4WD FFV,8,A6,E,21.7,14.3,18.4,305,3,3
Chevrolet,Tahoe 4WD,8,A10,Z,16.5,10.9,13.9,327,3,3
Chevrolet,Traverse,6,A9,X,13,8.8,11.1,261,4,6
Chevrolet,Traverse AWD,6,A9,X,13.6,9.6,11.8,276,4,6
Chevrolet,Trax,4,AS6,X,9.1,7.6,8.4,196,6,5
Chevrolet,Trax AWD,4,AS6,X,10,8,9.1,214,5,5
Chrysler,300,6,A8,X,12.4,7.8,10.3,242,5,3
Chrysler,300,8,A8,X,14.7,9.4,12.3,289,3,3
Chrysler,300 AWD,6,A8,X,12.8,8.7,11,258,4,3
Chrysler,Pacifica (Stop-Start),6,A9,X,12.4,8.4,10.6,249,4,7
Chrysler,Pacifica AWD (Stop-Start),6,A9,X,13.9,9.2,11.8,276,4,7
Chrysler,Voyager (Stop-Start),6,A9,X,12.4,8.4,10.6,249,4,7
Dodge,Challenger,6,A8,X,12.4,7.8,10.3,242,5,3
Dodge,Challenger (MDS),8,A8,X,14.7,9.4,12.3,289,3,3
Dodge,Challenger,8,M6,Z,15.6,10.1,13.1,307,3,1
Dodge,Challenger (MDS),8,A8,Z,15.8,9.6,13,305,3,1
Dodge,Challenger,8,M6,Z,16.7,10.4,13.9,325,3,1
Dodge,Challenger AWD,6,A8,X,12.8,8.7,11,258,4,3
Dodge,Challenger Widebody (MDS),8,A8,Z,15.8,9.6,13,305,3,1
Dodge,Challenger Widebody (MDS),8,M6,Z,16.7,10.4,13.9,325,3,1
Dodge,Challenger SRT Hellcat,8,A8,Z,17.6,10.7,14.5,339,2,1
Dodge,Challenger SRT Hellcat,8,M6,Z,18.1,11.4,15.1,352,2,1
Dodge,Challenger SRT Hellcat Widebody,8,A8,Z,18.6,11.2,15.3,358,2,1
Dodge,Challenger SRT Hellcat Widebody,8,M6,Z,18.1,11.4,15.1,352,2,1
Dodge,Charger,6,A5,X,13.7,9,11.6,271,4,3
Dodge,Charger,6,A8,X,12.4,7.8,10.3,242,5,3
Dodge,Charger (MDS),8,A8,X,14.7,9.4,12.3,289,3,3
Dodge,Charger (MDS),8,A8,Z,15.8,9.6,13,305,3,1
Dodge,Charger AWD,6,A8,X,12.8,8.7,11,258,4,3
Dodge,Charger Widebody (MDS),8,A8,Z,15.8,9.6,13,305,3,1
Dodge,Charger SRT Hellcat Widebody,8,A8,Z,19,11.5,15.6,368,2,1
Dodge,Durango AWD,6,A8,X,12.7,9.6,11.3,265,4,7
Dodge,Durango AWD,8,A8,X,16.7,10.9,14.1,331,3,3
Dodge,Durango AWD SRT,8,A8,Z,18.3,12.2,15.6,363,2,1
Dodge,Grand Caravan,6,A6,X,13.7,9.4,11.8,276,4,5
Dodge,Journey,4,A4,X,12.7,9.2,11.1,261,4,3
FIAT,124 Spider,4,A6,X,9.3,6.5,8,187,6,3
FIAT,124 Spider,4,M6,X,9,6.7,7.9,185,7,3
FIAT,500L,4,A6,X,10.7,7.9,9.4,221,5,3
FIAT,500X AWD,4,A9,X,10,7.9,9.1,213,5,6
Ford,EcoSport,3,AS6,X,8.6,8.1,8.4,197,6,5
Ford,EcoSport AWD,4,AS6,X,10.2,8.1,9.2,216,5,5
Ford,Edge,4,A8,X,11.2,8.1,9.8,229,5,5
Ford,Edge AWD,4,A8,X,11.4,8.3,10,233,5,5
Ford,Edge AWD,4,AS8,X,11.4,8.3,10,233,5,5
Ford,Edge AWD,6,AS8,X,12.5,9.2,11,258,4,5
Ford,Escape,3,A8,X,8.6,7.1,7.9,185,7,7
Ford,Escape AWD,3,A8,X,8.9,7.6,8.3,196,6,7
Ford,Escape AWD,4,AS8,X,10.4,7.5,9.1,213,5,5
Ford,Escape Hybrid,4,AV,X,5.4,6.3,5.8,136,9,7
Ford,Escape Hybrid AWD,4,AV,X,5.5,6.4,5.9,139,9,7
Ford,Expedition 4X4,6,AS10,X,14.1,10.6,12.5,294,3,5
Ford,Expedition MAX 4X4,6,AS10,X,14.7,11.2,13.1,308,3,5
Ford,Explorer AWD,4,AS10,X,11.6,8.7,10.3,241,5,5
Ford,Explorer AWD,6,AS10,X,13.3,9.8,11.8,278,4,5
Ford,Explorer Hybrid AWD,6,AS10,X,10.1,9,9.6,225,5,5
Ford,F-150,6,AS10,X,12,8.9,10.6,249,4,5
Ford,F-150,6,AS10,D,11.1,8.3,9.8,264,4,1
Ford,F-150 (LT Tire Pkg),6,AS10,D,11.1,8.3,9.8,264,4,1
Ford,F-150 FFV,6,AS6,X,12.1,9.3,10.8,254,4,5
Ford,F-150 FFV,6,AS6,E,16.6,12.6,14.8,245,5,5
Ford,F-150,6,AS10,X,14.3,10.7,12.7,298,3,5
Ford,F-150 FFV,8,AS10,X,14.3,10.6,12.6,297,3,3
Ford,F-150 FFV,8,AS10,E,20,14.8,17.6,293,3,3
Ford,F-150 FFV (LT Tire Pkg),8,AS10,X,14.4,11.2,13,305,3,3
Ford,F-150 FFV (LT Tire Pkg),8,AS10,E,20,14.9,17.7,294,3,3
Ford,F-150 FFV (Payload Pkg),8,AS10,X,15.1,11.8,13.6,319,3,3
Ford,F-150 FFV (Payload Pkg),8,AS10,E,19.9,15.8,18,300,3,3
Ford,F-150 4X4,6,AS10,X,13.1,10.2,11.8,277,4,5
Ford,F-150 4X4,6,AS10,D,11.9,9.4,10.8,290,3,1
Ford,F-150 4X4 XL/XLT,6,AS10,D,11.3,8.5,10,270,4,1
Ford,F-150 FFV 4X4,6,AS6,X,12.9,10.2,11.7,274,4,5
Ford,F-150 FFV 4X4,6,AS6,E,17.6,13.8,15.9,265,4,5
Ford,F-150 4X4,6,AS10,X,14.6,10.9,13,304,3,5
Ford,F-150 4X4 Limited,6,AS10,X,13.8,11.2,12.6,296,3,5
Ford,F-150 FFV 4X4,8,AS10,X,15.1,11.6,13.5,317,3,3
Ford,F-150 FFV 4X4,8,AS10,E,20.3,14.7,17.8,296,3,3
